id,host_listings_count,latitude,longitude,accommodates,bedrooms,minimum_nights,availability_30,number_of_reviews,review_scores_value,room_type,host_is_superhost,Houseboat,Room in boutique hotel,Room in hotel,Tower,price
3124,1,52.38196,4.83996,8,1.0,1,4,0,4.643794288736118,1,0,0,0,0,0,202.0
3125,1,52.36271,4.87224,4,3.0,2,0,18,4.78,4,0,0,0,0,0,200.0
3126,1,52.35053,4.85961,4,2.0,2,20,162,4.74,4,1,0,0,0,0,207.0
3127,1,52.37719,4.89296,2,1.0,2,20,30,4.7,2,1,0,0,0,0,155.0
3128,1,52.36446,4.93719,2,1.0,2,0,168,4.63,2,1,0,0,0,0,88.0
3129,0,52.37792,4.89669,2,1.0,3,18,1,5.0,2,1,0,0,0,0,66.0
3130,8,52.35283,4.89699,3,1.0,1,15,1,5.0,2,0,0,0,1,0,123.0
3131,1,52.33957,4.91788,2,1.0,3,0,20,4.75,4,0,0,0,0,0,100.0
3132,2,52.37016,4.885,2,1.0,3,16,228,4.54,2,0,0,0,0,0,117.0
3133,1,52.39059,4.88738,5,4.0,2,0,12,4.5,4,0,0,0,0,0,199.0
3134,2,52.37867,4.88694,4,2.0,7,2,9,4.22,4,0,0,0,0,0,192.0
3135,1,52.36744,4.86625,4,2.0,3,9,11,5.0,4,0,0,0,0,0,236.0
3136,15,52.36451,4.90901,2,1.0,7,29,25,4.68,4,0,0,0,0,0,101.0
3137,1,52.37464,4.8782,4,2.0,6,17,28,4.7,4,0,0,0,0,0,275.0
3138,0,52.37498,4.91075,2,1.0,2,5,3,5.0,2,0,0,0,0,0,95.0
3139,1,52.3691,4.91715,4,2.0,4,0,17,4.87,4,0,0,0,0,0,190.0
3140,5,52.36338,4.88307,2,1.0,1,19,235,4.8,2,1,0,0,0,0,69.0
3141,4,52.35941,4.8784,2,1.0,1,30,3,4.33,2,0,0,1,0,0,91.0
3142,0,52.36049,4.90932,4,2.0,2,0,1,5.0,4,0,0,0,0,0,249.0
3143,1,52.37304,4.8474,4,1.0,2,0,6,5.0,4,0,0,0,0,0,120.0
3144,0,52.36978,4.92169,2,1.0,2,0,7,5.0,2,0,0,0,0,0,124.0
3145,2,52.36253,4.93362,2,1.0,1,25,12,4.75,2,1,0,0,0,0,71.0
3146,2,52.34043,4.90768,2,1.0,1,9,0,4.643794288736118,2,0,0,0,0,0,94.0
3147,0,52.37212,4.9102,2,1.0,2,1,1,5.0,2,0,0,0,0,0,93.0
3148,1,52.37267,4.90286,2,1.0,3,5,85,4.81,2,1,0,0,0,0,90.0
3149,0,52.38046,4.78272,2,1.0,1,26,1,4.0,2,1,0,1,0,0,163.0
3150,0,52.377390461847234,4.894217824305233,2,1.0,28,23,0,4.643794288736118,4,0,0,0,0,0,59.0
3151,1,52.35196,5.00598,4,1.0,1,16,2,4.5,4,0,0,0,0,0,85.0
3152,1,52.36709,4.79332,2,1.0,1,23,807,4.58,2,0,0,0,0,0,93.0
3153,1,52.38008,4.84625,3,1.0,2,0,0,4.643794288736118,4,0,0,0,0,0,110.0
3154,2,52.36962,4.94169,4,2.0,3,1,0,4.643794288736118,4,0,1,0,0,0,165.0
3155,21,52.36519,4.86058,2,1.0,1,23,42,4.3,2,0,0,0,0,0,76.0
3156,1,52.36721,4.91655,4,1.0,4,30,3,4.33,4,0,1,0,0,0,1399.0
3157,1,52.39678,4.90648,2,1.0,1,0,0,4.643794288736118,2,1,0,0,0,0,55.0
3158,0,52.3607,4.9829,6,3.0,5,0,3,5.0,4,0,0,0,0,0,200.0
3159,1,52.38772,4.88147,1,1.0,2,0,0,4.643794288736118,4,0,0,0,0,0,125.0
3160,1,52.36166,4.9311,4,2.0,2,4,48,4.63,4,1,0,0,0,0,400.0
3161,2,52.38754,4.88702,2,1.0,3,14,23,4.83,2,1,0,0,0,0,115.0
3162,22,52.36478,4.88033,4,2.0,7,17,56,4.32,4,0,0,0,0,0,75.0
3163,6,52.37113,4.83575,1,1.0,1,29,0,4.643794288736118,3,0,0,1,0,0,97.0
3164,1,52.37186,4.81754,2,1.0,2,0,0,4.643794288736118,2,0,0,0,0,0,112.0
3165,0,52.3436,4.82264,2,1.0,7,7,3,5.0,2,1,0,0,0,0,49.0
3166,1,52.3568,4.93252,4,3.0,2,0,14,4.79,4,0,0,0,0,0,282.0
3167,0,52.35175,4.90905,4,3.0,3,0,13,4.69,4,0,0,0,0,0,475.0
3168,1,52.38095,4.86907,2,1.0,4,0,44,4.71,4,0,0,0,0,0,130.0
3169,5,52.35765,4.90284,4,2.0,1,2,450,4.73,4,1,0,0,0,0,147.0
3170,1,52.36775,4.8755,2,1.0,2,0,16,4.5,4,0,0,0,0,0,100.0
3171,12,52.38337,4.90474,1,1.0,1,0,18,4.5,3,0,0,0,0,0,33.0
3172,9,52.3643,4.88867,2,1.0,7,22,0,4.643794288736118,4,0,0,0,0,0,197.0
3173,8,52.37958,4.89447,6,3.0,7,23,36,4.61,4,1,0,0,0,0,349.0
3174,0,52.3805,4.89165,4,2.0,3,0,8,4.75,4,0,1,0,0,0,200.0
3175,1,52.36338,4.85958,4,2.0,2,4,6,4.67,4,0,0,0,0,0,200.0
3176,5,52.34741,4.78914,1,1.0,7,27,0,4.643794288736118,2,1,0,0,0,0,35.0
3177,3,52.36467,4.9101,5,3.0,2,0,4,4.25,4,0,0,0,0,0,195.0
3178,8,52.3788,4.8941,2,1.0,1,15,15,4.13,2,0,0,1,0,0,87.0
3179,1,52.39712,4.9321,4,2.0,3,30,14,4.79,4,0,0,0,0,0,200.0
3180,1,52.35082,4.87572,4,3.0,5,2,11,4.55,4,0,0,0,0,0,200.0
3181,20,52.37014,4.86516,2,1.0,2,1,39,4.74,3,1,0,0,0,0,151.0
3182,1,52.37435,4.86281,2,1.0,2,25,4,4.25,4,0,0,0,0,0,190.0
3183,2,52.374,4.89902,3,1.0,2,23,445,4.42,2,0,0,0,0,0,125.0
3184,1,52.36168,4.94256,2,1.0,7,21,1,4.643794288736118,4,0,0,0,0,0,89.0
3185,1,52.35219,4.91761,4,2.0,2,0,20,4.8,4,0,0,0,0,0,180.0
3186,0,52.374474,4.880253,2,1.0,2,19,8,4.88,2,0,0,0,0,0,139.0
3187,3,52.34244,4.85656,4,2.0,1,14,4,5.0,4,1,0,0,0,0,399.0
3188,1,52.36354,4.90477,3,1.0,2,11,94,4.82,2,1,0,0,0,0,204.0
3189,1,52.38055,4.87595,2,1.0,3,3,58,4.61,4,1,0,0,0,0,131.0
3190,8,52.38695,4.8856,6,3.0,5,8,17,4.94,4,1,0,0,0,0,450.0
3191,1,52.37093,4.8563,2,1.0,2,0,31,4.35,4,0,0,0,0,0,166.0
3192,2,52.35101,4.99379,2,1.0,2,0,0,4.643794288736118,4,0,0,0,0,0,140.0
3193,0,52.35320634923176,4.830782786658271,2,2.0,2,1,0,4.643794288736118,4,0,0,0,0,0,63.0
3194,1,52.34948,4.8912,4,1.0,3,17,30,4.57,4,0,0,0,0,0,169.0
3195,0,52.35167,4.89144,4,2.0,3,14,0,4.643794288736118,4,0,0,0,0,0,197.0
3196,1,52.35858,4.89487,4,2.0,2,0,23,4.77,4,0,0,0,0,0,206.0
3197,1,52.40793,4.90264,3,1.0,2,0,245,4.81,2,1,0,0,0,0,75.0
3198,1,52.36751,4.85989,4,2.0,3,0,19,4.47,4,0,0,0,0,0,349.0
3199,2,52.37886,4.88723,2,1.0,4,5,54,4.77,4,1,0,0,0,0,210.0
3200,2,52.37088,4.90351,6,5.0,3,0,35,4.48,4,0,0,0,0,0,525.0
3201,1,52.3866,4.88288,4,3.0,3,9,15,4.69,4,0,0,0,0,0,400.0
3202,3,52.38293,4.91388,4,2.0,2,21,10,4.8,2,1,0,0,0,0,167.0
3203,1,52.3453,4.89207,4,2.0,3,8,1,5.0,4,1,0,0,0,0,250.0
3204,9,52.36535,4.87496,2,1.0,2,23,14,4.64,1,0,0,0,0,0,225.0
3205,1,52.37103,4.87953,2,1.0,1,9,44,4.61,2,1,0,0,0,0,85.0
3206,1,52.35818,4.82719,4,2.0,2,12,40,4.62,4,1,0,0,0,0,180.0
3207,2,52.36768,4.86227,2,1.0,1,0,298,4.32,2,0,0,0,0,0,85.0
3208,1,52.37942,4.88423,2,1.0,1000,12,38,4.84,4,0,0,0,0,0,160.0
3209,0,52.36282,4.86491,2,1.0,2,5,0,4.643794288736118,4,0,0,0,0,0,175.0
3210,1,52.37556,4.87539,2,1.0,3,8,10,4.5,4,0,0,0,0,0,150.0
3211,1,52.37126,4.86241,7,3.0,2,4,47,4.32,4,0,0,0,0,0,200.0
3212,10,52.37392,4.89635,2,1.0,1,0,0,4.643794288736118,2,0,0,0,0,0,132.0
3213,2,52.36194,4.93149,2,1.0,2,23,37,4.11,2,0,0,0,0,0,75.0
3214,1,52.36393,4.88797,4,2.0,4,0,21,4.45,4,1,0,0,0,0,250.0
3215,7,52.41947,4.87136,7,3.0,2,17,44,4.45,4,1,0,0,0,0,145.0
3216,8,52.3469,4.83133,2,1.0,1,28,4,4.75,2,0,0,0,1,0,86.0
3217,0,52.4178,4.89948,2,1.0,2,19,7,4.86,2,0,0,0,0,0,67.0
3218,2,52.38748,4.8882,2,1.0,3,12,20,4.9,2,1,0,0,0,0,115.0
3219,1,52.3553,4.92757,2,1.0,6,0,20,4.8,4,1,0,0,0,0,100.0
3220,2,52.31818,4.95891,2,1.0,1,17,206,4.79,2,1,0,0,0,0,50.0
3221,2,52.36745,4.87642,2,1.0,4,2,109,4.79,2,1,0,0,0,0,44.0
3222,1,52.37186,4.90793,2,1.0,5,0,27,4.76,4,0,0,0,0,0,165.0
3223,1,52.41417,4.89009,2,1.0,2,0,2,5.0,4,0,0,0,0,0,85.0
3224,1,52.35124,4.85873,4,2.0,2,0,8,4.88,4,0,0,0,0,0,199.0
3225,1,52.38037,4.87351,4,2.0,2,9,172,4.56,2,0,0,0,0,0,180.0
3226,1,52.38651,4.91652,1,1.0,3,0,2,5.0,2,0,0,0,0,0,75.0
3227,1,52.33978,4.94456,2,1.0,3,12,9,4.44,4,0,0,0,0,0,136.0
3228,1,52.38232,4.87028,2,1.0,4,0,48,4.85,4,0,0,0,0,0,89.0
3229,1,52.34965,4.85504,2,1.0,3,15,11,4.64,4,0,0,0,0,0,105.0
3230,2,52.38109,4.89034,2,1.0,3,12,52,4.08,2,1,0,0,0,0,88.0
3231,1,52.35539,4.88758,2,1.0,2,8,95,4.88,4,0,0,0,0,0,135.0
3232,2,52.35987,4.90623,2,1.0,2,17,259,4.72,2,1,0,0,0,0,100.0
3233,0,52.38189,4.90418,16,8.0,2,26,48,4.47,4,0,0,0,0,0,587.0
3234,1,52.36717,4.89663,2,1.0,3,23,14,4.71,4,0,0,0,0,0,200.0
3235,1,52.36155,4.89603,2,1.0,23,0,23,4.77,4,0,0,0,0,0,185.0
3236,1,52.35727,4.87465,2,1.0,3,15,28,4.63,4,0,0,0,0,0,200.0
3237,1,52.37191,4.90042,2,1.0,2,2,111,4.9,2,1,0,0,0,0,59.0
3238,9,52.37451,4.88365,4,3.0,3,9,0,4.643794288736118,4,0,0,0,0,0,395.0
3239,1,52.37242,4.92064,2,1.0,1,8,135,4.61,2,1,0,0,0,0,79.0
3240,3,52.36206,4.90517,4,2.0,7,7,43,4.58,4,0,0,0,0,0,209.0
3241,7,52.33163,4.88792,4,3.0,1,0,9,4.89,4,0,0,0,0,0,88.0
3242,2,52.39034,4.88392,2,1.0,2,14,79,4.77,2,0,0,0,0,0,78.0
3243,1,52.38253,4.84884,2,1.0,2,0,18,4.89,2,1,0,0,0,0,50.0
3244,2,52.38119,4.88845,2,1.0,3,0,90,4.92,4,1,0,0,0,0,151.0
3245,3,52.40527,4.8982,5,2.0,2,0,3,4.33,2,1,0,0,0,0,120.0
3246,2,52.339279,4.92038,2,1.0,3,21,1,5.0,4,0,0,0,0,0,102.0
3247,20,52.3818,4.87934,2,1.0,2,18,30,4.57,3,1,0,0,0,0,151.0
3248,2,52.358173,4.913978,4,2.0,2,8,102,4.34,4,1,0,0,0,0,200.0
3249,1,52.33312,4.80405,2,1.0,2,0,167,4.81,2,0,0,0,0,0,85.0
3250,3,52.36288,4.88487,2,1.0,1,29,284,4.73,2,0,0,0,0,0,41.0
3251,1,52.35103,4.89218,5,4.0,4,0,16,4.81,4,0,0,0,0,0,279.0
3252,1,52.35801,4.85706,4,2.0,5,0,18,4.59,4,0,0,0,0,0,214.0
3253,1,52.38671,4.95849,4,4.0,7,0,0,4.643794288736118,4,0,0,0,0,0,240.0
3254,1,52.35973,4.85598,2,1.0,3,22,5,4.4,4,0,0,0,0,0,174.0
3255,1,52.38653,4.91534,2,1.0,2,9,584,4.94,2,1,0,0,0,0,79.0
3256,1,52.34582,4.81618,2,1.0,7,0,11,4.67,4,0,0,0,0,0,68.0
3257,1,52.34191,4.89484,4,2.0,2,0,13,4.58,4,0,0,0,0,0,160.0
3258,1,52.38307,4.84968,2,1.0,3,0,16,4.75,4,0,0,0,0,0,145.0
3259,1,52.36646,4.87718,1,1.0,3,12,78,4.68,2,0,0,0,0,0,99.0
3260,1,52.36608,4.88753,4,1.0,2,8,26,4.88,4,0,0,0,0,0,171.0
3261,0,52.386202234501326,4.9228765573876965,2,1.0,1,23,0,4.643794288736118,2,0,0,0,0,0,51.0
3262,0,52.38193,4.84901,2,1.0,2,1,6,4.6,4,0,0,0,0,0,80.0
3263,1,52.38027,4.86961,4,3.0,3,0,13,4.77,4,0,0,0,0,0,200.0
3264,3,52.37006,4.90081,4,2.0,3,13,87,4.39,4,0,0,0,0,0,275.0
3265,1,52.35214,4.88866,2,1.0,2,0,9,4.67,4,0,0,0,0,0,150.0
3266,2,52.36603,4.89189,4,3.0,3,21,203,4.58,4,1,0,0,0,0,350.0
3267,1,52.35572,4.9244,2,1.0,3,21,8,4.5,2,0,0,0,0,0,114.0
3268,13,52.42204,4.9558,4,1.0,2,0,149,4.36,2,0,0,0,0,0,82.0
3269,2,52.36107,4.82537,2,1.0,2,25,11,4.9,2,0,0,0,0,0,80.0
3270,0,52.36229,4.94239,2,1.0,4,16,2,5.0,4,0,0,0,0,0,99.0
3271,1,52.35015,4.88745,5,3.0,3,0,4,4.0,4,0,0,0,0,0,200.0
3272,2,52.37403,4.88969,2,1.0,1,12,48,4.7,3,0,0,0,0,0,130.0
3273,2,52.32727,4.94662,2,1.0,3,15,165,4.81,4,1,0,0,0,0,75.0
3274,6,52.37694,4.89747,2,1.0,1,13,2,4.0,2,0,0,0,0,0,91.0
3275,1,52.35304,4.88015,4,3.0,4,6,8,4.88,4,0,0,0,0,0,250.0
3276,1,52.35431,4.99841,4,3.0,3,1,7,4.57,4,0,0,0,0,0,195.0
3277,5,52.34336,4.90479,2,1.0,2,30,421,4.57,2,1,0,0,0,0,97.0
3278,2,52.36161,4.99111,4,2.0,2,17,59,4.74,2,1,0,0,0,0,72.0
3279,0,52.34737,4.86899,2,2.0,7,0,8,4.88,4,0,0,0,0,0,140.0
3280,3,52.37114,4.90139,2,1.0,1,24,68,4.75,2,0,0,0,0,0,40.0
3281,1,52.35655,4.88651,2,1.0,21,23,0,4.643794288736118,4,0,0,0,0,0,70.0
3282,1,52.35707,4.92563,4,2.0,3,25,7,4.86,4,0,0,0,0,0,350.0
3283,1,52.36174,4.93661,4,2.0,4,5,30,4.83,4,0,0,0,0,0,133.0
3284,2,52.3748,4.83992,2,1.0,2,0,13,4.54,4,0,0,0,0,0,121.0
3285,1,52.37647,4.87705,10,5.0,5,0,1,5.0,4,0,0,0,0,0,400.0
3286,1,52.36386,4.87204,4,2.0,2,4,17,4.88,4,1,0,0,0,0,222.0
3287,0,52.36662,4.87476,2,1.0,4,18,2,5.0,4,0,0,0,0,0,143.0
3288,1,52.35728,4.93247,4,3.0,3,3,8,4.63,4,0,0,0,0,0,314.0
3289,1,52.35249,4.94138,4,3.0,4,12,2,5.0,4,0,0,0,0,0,249.0
3290,0,52.39735,4.91458,3,2.0,3,15,0,4.643794288736118,4,0,0,0,0,0,150.0
3291,1,52.37532,4.88951,4,2.0,2,9,13,4.31,4,0,0,0,0,0,275.0
3292,3,52.36378,4.866,4,3.0,3,0,28,4.64,4,0,0,0,0,0,350.0
3293,1,52.36975,4.92527,2,2.0,3,0,11,4.75,4,0,0,0,0,0,95.0
3294,1,52.34255,4.80578,1,1.0,3,4,38,4.63,1,0,0,0,0,0,60.0
3295,1,52.35893,4.89561,4,2.0,5,0,0,4.643794288736118,4,0,0,0,0,0,200.0
3296,14,52.36556,4.87667,2,1.0,2,0,11,4.64,4,1,0,0,0,0,125.0
3297,1,52.36626,4.8658,2,1.0,2,0,163,4.76,2,1,0,0,0,0,125.0
3298,3,52.38423,4.91738,2,1.0,2,8,145,4.51,2,1,0,0,0,0,52.0
3299,0,52.3693,4.92652,4,1.0,2,0,20,4.45,2,0,0,0,0,0,75.0
3300,1,52.31774,4.94647,4,2.0,1,17,408,4.7,2,1,0,0,0,0,46.0
3301,1,52.36212,4.90231,2,1.0,4,0,4,5.0,4,0,0,0,0,0,95.0
3302,1,52.38163,4.87994,2,1.0,2,0,149,4.81,2,1,0,0,0,0,85.0
3303,2,52.34269,4.87192,2,1.0,2,23,293,4.84,2,1,0,0,0,0,98.0
3304,1,52.36609,4.87203,4,1.0,1,0,1,3.0,3,0,0,0,1,0,273.0
3305,3,52.38553,4.90932,2,1.0,1,25,51,4.48,2,0,0,1,0,0,110.0
3306,0,52.3405,4.84837,3,3.0,4,30,0,4.643794288736118,4,0,1,0,0,0,350.0
3307,2,52.38101,4.87982,2,1.0,3,9,114,4.48,2,0,0,0,0,0,114.0
3308,3,52.35471,4.89586,1,1.0,4,8,38,4.58,2,1,0,0,0,0,41.0
3309,1,52.3789,4.87492,2,1.0,4,1,27,4.58,4,0,0,0,0,0,101.0
3310,0,52.36007,4.90727,2,1.0,2,0,6,4.67,4,0,0,0,0,0,115.0
3311,8,52.37816,4.89427,2,1.0,1,27,163,4.58,2,0,0,1,0,0,92.0
3312,0,52.35922,4.92579,2,1.0,4,0,2,5.0,4,0,0,0,0,0,98.0
3313,0,52.385,4.85014,2,2.0,2,0,2,5.0,4,0,0,0,0,0,102.0
3314,0,52.3881,4.91438,2,1.0,1,0,0,4.643794288736118,2,0,0,1,0,0,88.0
3315,1,52.36728,4.85926,6,2.0,1,27,98,4.56,4,0,0,0,0,0,343.0
3316,1,52.37294,4.95167,2,1.0,1,0,616,4.9,2,1,0,0,0,0,69.0
3317,0,52.34345,4.83747,3,1.0,3,0,1,5.0,4,0,0,0,0,0,30.0
3318,1,52.38432,4.87742,2,1.0,5,0,56,4.71,4,1,0,0,0,0,249.0
3319,1,52.36639,4.8993,4,2.0,1,23,169,4.51,4,0,1,0,0,0,214.0
3320,1,52.38405,4.90738,4,1.0,2,6,346,4.77,2,1,0,0,0,0,160.0
3321,2,52.3793,4.8933,2,1.0,1,0,8,4.38,2,1,0,0,0,0,100.0
3322,1,52.36917,4.92144,2,1.0,3,22,23,4.87,4,0,0,0,0,0,149.0
3323,1,52.33318,4.87411,4,3.0,5,0,8,4.88,4,0,0,0,0,0,250.0
3324,1,52.32237,4.86024,4,4.0,6,0,16,4.69,4,0,0,0,0,0,240.0
3325,1,52.38789,4.88825,4,2.0,5,6,23,4.77,4,0,0,0,0,0,275.0
3326,2,52.36775,4.89092,2,1.0,2,15,370,4.82,2,1,0,0,0,0,75.0
3327,0,52.37247,4.85278,2,1.0,2,0,5,4.8,4,0,0,0,0,0,125.0
3328,2,52.37674,4.89224,2,1.0,2,14,165,4.67,2,0,0,0,0,0,90.0
3329,1,52.37168,4.91471,4,2.0,3,0,41,4.46,4,0,0,0,0,0,240.0
3330,1,52.3682,4.86603,4,2.0,2,0,55,4.66,4,0,0,0,0,0,150.0
3331,1,52.37222,4.86226,2,2.0,1,0,1,4.0,4,0,0,0,0,0,75.0
3332,9,52.38382,4.89268,3,1.0,3,15,15,4.6,2,0,0,0,0,0,116.0
3333,1,52.38315,4.84077,3,2.0,2,2,34,4.59,4,1,0,0,0,0,71.0
3334,2,52.36479,4.91093,4,3.0,2,0,1,5.0,4,0,0,0,0,0,486.0
3335,2,52.34746,4.87559,2,1.0,1,1,471,4.31,2,0,0,0,0,0,62.0
3336,1,52.36009,4.86437,4,1.0,3,6,59,4.53,4,1,0,0,0,0,70.0
3337,2,52.39128,4.93562,1,1.0,1,0,5,4.8,2,0,0,0,0,0,70.0
3338,2,52.37036,4.85032,2,2.0,3,0,11,4.91,4,0,0,0,0,0,124.0
3339,1,52.3549,4.87937,4,3.0,2,10,24,4.67,4,0,0,0,0,0,325.0
3340,1,52.34053,4.92,6,4.0,3,18,6,4.83,4,0,0,0,0,0,499.0
3341,5,52.34879,4.80863,1,1.0,1,30,2,4.5,2,0,0,0,0,0,350.0
3342,1,52.36286,4.90576,2,1.0,6,0,21,4.57,4,1,0,0,0,0,157.0
3343,1,52.35557,4.9016,2,1.0,3,0,12,4.83,4,0,0,0,0,0,120.0
3344,0,52.365269,4.87544,4,2.0,2,11,10,5.0,2,0,0,0,0,0,78.0
3345,2,52.37264,4.90431,4,1.0,3,2,11,4.5,2,0,0,0,0,0,155.0
3346,5,52.36338,4.88307,2,1.0,1,21,280,4.86,2,1,0,0,0,0,74.0
3347,1,52.35712,5.00094,4,2.0,4,0,14,4.93,2,0,0,0,0,0,109.0
3348,1,52.35201,4.85392,2,1.0,2,0,21,4.62,4,0,0,0,0,0,100.0
3349,1,52.36086,4.89328,4,1.0,2,0,12,4.58,4,0,0,0,0,0,201.0
3350,1,52.41251,4.95456,4,1.0,2,14,40,4.83,2,1,0,0,0,0,92.0
3351,0,52.36261,4.85446,2,1.0,7,8,2,5.0,4,0,0,0,0,0,100.0
3352,5,52.37034,4.90688,2,1.0,2,2,21,4.74,4,1,0,0,0,0,120.0
3353,1,52.35843,4.91181,2,1.0,6,0,36,4.77,4,1,0,0,0,0,99.0
3354,5,52.35581,4.88331,4,1.0,1,7,26,4.12,4,0,0,0,0,0,185.0
3355,1,52.36537,4.82862,2,1.0,3,24,191,4.6,4,1,0,0,0,0,89.0
3356,3,52.3594,4.89286,2,1.0,2,0,6,4.8,4,0,0,0,0,0,140.0
3357,0,52.34375,4.9068,3,1.0,5,0,0,4.643794288736118,4,0,0,0,0,0,60.0
3358,1,52.34137,4.91695,2,1.0,2,0,93,4.78,2,1,0,0,0,0,95.0
3359,0,52.36665,4.87422,2,1.0,3,0,15,4.8,4,0,0,0,0,0,152.0
3360,9,52.37575,4.84523,4,1.0,1,28,2,4.0,4,0,0,0,0,0,163.0
3361,0,52.4006,4.91977,2,1.0,1,9,73,4.62,2,0,0,0,0,0,45.0
3362,0,52.35574,4.88467,4,2.0,2,0,11,4.91,4,0,0,0,0,0,199.0
3363,0,52.37994,4.8758,4,1.0,2,5,46,4.68,4,0,0,0,0,0,150.0
3364,1,52.3634,4.97832,6,2.0,4,0,1,3.0,4,0,0,0,0,0,207.0
3365,0,52.36008,4.80485,2,1.0,1,30,167,4.59,2,0,0,0,1,0,69.0
3366,1,52.37811,4.89196,2,1.0,6,3,29,4.9,4,0,0,0,0,0,140.0
3367,1,52.3742,4.90401,2,1.0,3,1,110,4.81,4,1,0,0,0,0,280.0
3368,1,52.3838,4.83647,4,3.0,7,6,20,4.6,4,0,0,0,0,0,199.0
3369,5,52.39475,4.90347,2,1.0,1,20,2,4.0,4,0,0,0,0,0,190.0
3370,2,52.359,4.82414,4,2.0,2,0,7,4.14,4,0,0,0,0,0,185.0
3371,0,52.3881,4.91438,2,1.0,1,0,0,4.643794288736118,2,0,0,1,0,0,163.0
3372,1,52.3737,4.92581,2,1.0,14,0,84,4.56,4,0,0,0,0,0,120.0
3373,2,52.35625,4.82933,2,1.0,2,0,24,4.79,2,0,0,0,0,0,49.0
3374,1,52.37696,4.85515,4,2.0,3,3,31,4.62,4,0,0,0,0,0,261.0
3375,0,52.35987,4.80488,3,1.0,1,27,45,4.42,2,0,0,0,1,0,100.0
3376,9,52.37045,4.87908,3,1.0,1,27,0,4.643794288736118,2,0,0,0,1,0,209.0
3377,8,52.37012,4.8806,3,1.0,2,18,120,4.5,2,0,0,0,0,0,131.0
3378,0,52.36402,4.88912,4,1.0,3,28,0,4.643794288736118,2,0,0,0,0,0,253.0
3379,1,52.36674,4.86153,4,2.0,2,0,15,4.67,4,0,0,0,0,0,247.0
3380,1,52.37611,4.82074,5,3.0,2,2,1,5.0,4,0,0,0,0,0,85.0
3381,1,52.36667,4.90926,4,2.0,2,7,128,4.77,2,1,0,0,0,0,230.0
3382,1,52.34397,4.86377,2,1.0,4,21,2,5.0,4,0,0,0,0,0,140.0
3383,22,52.3649,4.88066,4,1.0,7,24,36,4.42,4,0,0,0,0,0,75.0
3384,1,52.38709,4.94486,4,3.0,3,0,13,4.64,4,0,0,0,0,0,150.0
3385,1,52.29165,4.99316,2,1.0,2,0,37,4.47,2,0,0,0,0,0,55.0
3386,2,52.35937,4.88192,2,1.0,1,0,12,4.08,2,0,0,0,1,0,96.0
3387,1,52.33917,4.89633,6,4.0,4,3,22,4.78,4,0,0,0,0,0,299.0
3388,5,52.39674,4.90495,4,2.0,1,20,0,4.643794288736118,4,0,0,0,0,0,309.0
3389,1,52.41868,4.90114,4,2.0,3,3,11,4.73,4,0,0,0,0,0,181.0
3390,1,52.3571,4.89136,2,1.0,1,13,14,5.0,2,0,0,0,0,0,99.0
3391,0,52.37275,4.86335,4,2.0,3,4,8,4.75,4,0,0,0,0,0,350.0
3392,1,52.35326,4.90668,4,2.0,3,0,38,4.71,4,0,0,0,0,0,200.0
3393,2,52.37104,4.87713,2,1.0,5,12,83,4.58,4,0,0,0,0,0,220.0
3394,1,52.37385,4.88359,4,2.0,7,29,12,5.0,4,0,0,0,0,0,338.0
3395,1,52.39319,4.9435,1,1.0,4,0,97,4.74,2,0,0,0,0,0,59.0
3396,22,52.36478,4.88033,4,2.0,7,18,45,4.32,4,0,0,0,0,0,379.0
3397,247,52.37796,4.89173,2,1.0,1,5,456,4.75,2,0,0,0,0,0,116.0
3398,9,52.3758,4.84539,6,2.0,1,30,126,4.58,4,0,0,0,0,0,187.0
3399,6,52.33797,4.86804,2,1.0,3,29,15,4.73,4,0,0,0,0,0,166.0
3400,8,52.38727,4.87643,2,1.0,1,30,72,4.6,2,1,0,1,0,0,89.0
3401,1,52.40844,4.93065,4,3.0,2,0,6,4.8,4,0,0,0,0,0,135.0
3402,0,52.41151,4.9218,4,3.0,2,5,1,5.0,4,0,0,0,0,0,130.0
3403,1,52.40046,4.89279,16,10.0,2,28,9,4.29,4,0,0,0,0,0,725.0
3404,0,52.33589,4.85031,2,1.0,2,0,1,5.0,4,0,1,0,0,0,220.0
3405,2,52.36478,4.87617,3,2.0,7,28,7,4.43,2,0,0,0,0,0,170.0
3406,1,52.37668,4.95503,2,1.0,3,0,95,4.76,2,1,0,0,0,0,91.0
3407,1,52.36563,4.88484,2,1.0,3,4,45,4.44,4,0,0,0,0,0,120.0
3408,1,52.35594,4.844,2,1.0,8,0,2,4.5,4,0,0,0,0,0,129.0
3409,1,52.36177,4.82744,6,4.0,5,0,6,4.67,4,0,0,0,0,0,100.0
3410,1,52.35591,4.91813,4,2.0,2,0,1,5.0,4,0,0,0,0,0,175.0
3411,1,52.36607,4.8748,4,2.0,4,0,13,4.77,4,0,0,0,0,0,275.0
3412,3,52.29132,4.96829,2,1.0,3,25,71,4.17,2,0,0,0,0,0,66.0
3413,1,52.36307,4.94322,2,1.0,7,1,27,4.79,4,0,0,0,0,0,150.0
3414,2,52.366253,4.934817,2,1.0,1,26,91,4.68,2,0,0,0,0,0,57.0
3415,2,52.35311,4.94076,2,1.0,2,22,23,4.65,2,0,0,0,0,0,62.0
